Date,Barking and Dagenham,Barnet,Barnsley,Bath and North East Somerset,Bedford,Bexley,Birmingham,Blackburn with Darwen,Blackpool,Bolton,"Bournemouth, Christchurch and Poole",Bracknell Forest,Bradford,Brent,Brighton and Hove,"Bristol, City of",Bromley,Buckinghamshire,Bury,Calderdale,Cambridgeshire,Camden,Central Bedfordshire,Cheshire East,Cheshire West and Chester,Cornwall and Isles of Scilly,County Durham,Coventry,Croydon,Cumbria,Darlington,Derby,Derbyshire,Devon,Doncaster,Dorset,Dudley,Ealing,East Riding of Yorkshire,East Sussex,Enfield,Essex,Gateshead,Gloucestershire,Greenwich,Hackney and City of London,Halton,Hammersmith and Fulham,Hampshire,Haringey,Harrow,Hartlepool,Havering,"Herefordshire, County of",Hertfordshire,Hillingdon,Hounslow,Isle of Wight,Islington,Kensington and Chelsea,Kent,"Kingston upon Hull, City of",Kingston upon Thames,Kirklees,Knowsley,Lambeth,Lancashire,Leeds,Leicester,Leicestershire,Lewisham,Lincolnshire,Liverpool,Luton,Manchester,Medway,Merton,Middlesbrough,Milton Keynes,Newcastle upon Tyne,Newham,Norfolk,North East Lincolnshire,North Lincolnshire,North Somerset,North Tyneside,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oldham,Oxfordshire,Peterborough,Plymouth,Portsmouth,Reading,Redbridge,Redcar and Cleveland,Richmond upon Thames,Rochdale,Rotherham,Rutland,Salford,Sandwell,Sefton,Sheffield,Shropshire,Slough,Solihull,Somerset,South Gloucestershire,South Tyneside,Southampton,Southend-on-Sea,Southwark,St. Helens,Staffordshire,Stockport,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Sunderland,Surrey,Sutton,Swindon,Tameside,Telford and Wrekin,Thurrock,Torbay,Tower Hamlets,Trafford,Wakefield,Walsall,Waltham Forest,Wandsworth,Warrington,Warwickshire,West Berkshire,West Sussex,Westminster,Wigan,Wiltshire,Windsor and Maidenhead,Wirral,Wokingham,Wolverhampton,Worcestershire,York
2020-05-28,4,4,16,1,9,6,26,11,10,16,8,2,38,2,6,26,6,14,8,2,13,0,22,21,25,3,11,4,1,9,3,5,32,12,29,5,3,7,14,9,1,31,0,2,1,1,5,0,22,1,4,1,1,4,20,3,3,15,0,1,52,19,1,21,3,1,49,18,34,22,2,20,13,11,33,3,3,0,3,7,5,15,2,5,14,1,35,38,10,10,30,9,13,15,8,4,4,1,6,0,20,24,0,14,11,11,29,15,5,1,20,1,1,2,6,3,6,20,4,6,16,17,3,23,4,0,8,5,4,0,2,15,18,6,2,2,11,23,5,14,2,9,15,4,15,2,8,13,4
2020-05-29,0,3,14,1,22,1,18,13,11,10,7,1,40,1,4,11,1,5,6,2,31,1,19,20,22,6,17,15,5,3,3,10,22,2,24,2,13,5,15,7,3,20,1,3,5,2,17,2,12,0,1,5,0,7,19,2,1,5,1,2,52,14,6,10,7,0,60,16,25,29,4,17,7,8,20,6,1,3,1,10,1,7,1,6,2,7,14,41,7,11,13,21,33,13,3,1,1,0,2,0,12,11,2,3,4,4,13,16,2,6,24,2,2,12,1,1,6,26,8,6,11,17,7,12,3,1,7,5,3,0,2,9,17,5,2,1,5,5,0,9,0,17,9,0,15,0,5,19,3
2020-05-30,0,1,9,2,4,5,18,7,8,9,2,3,42,7,11,4,0,8,11,2,15,0,3,13,9,0,9,10,0,8,2,13,23,4,8,7,2,3,8,3,0,16,2,2,0,1,0,0,8,1,4,2,0,5,9,0,1,0,1,1,50,13,1,9,1,0,32,6,21,15,0,4,11,7,24,3,0,4,2,6,5,5,1,1,6,0,20,30,12,9,24,23,6,8,2,1,3,0,1,0,10,13,0,7,4,1,17,10,0,0,6,2,3,5,5,0,4,23,7,3,14,8,3,11,2,5,12,5,3,0,3,11,12,3,1,1,1,10,0,14,1,6,9,0,2,3,6,6,3
2020-05-31,0,1,5,3,2,3,17,2,6,7,2,2,39,6,6,12,1,11,9,0,3,2,12,12,12,2,18,0,1,4,0,13,19,4,23,1,0,2,5,4,1,11,3,3,1,1,3,0,14,0,0,1,2,1,4,2,1,1,0,0,45,11,0,5,5,0,38,17,28,28,2,17,5,0,20,3,0,1,0,5,0,4,1,1,8,2,18,22,4,5,15,30,5,7,0,0,2,3,5,1,14,13,2,6,5,11,20,6,0,0,18,2,1,8,5,1,3,13,3,4,14,13,2,9,2,2,14,0,0,0,1,8,17,2,2,1,9,9,1,19,1,6,5,2,7,2,4,6,1
2020-06-01,2,1,11,1,12,2,14,4,5,12,0,6,43,0,9,5,2,7,9,4,11,0,7,14,20,4,17,3,1,4,3,5,27,1,29,0,5,4,8,4,0,17,2,4,1,3,4,1,15,1,1,5,1,3,16,3,1,1,1,1,63,7,1,9,1,2,53,15,45,32,3,16,6,13,20,5,4,2,3,4,2,26,0,3,8,3,6,31,9,9,50,13,20,11,4,0,9,3,13,1,22,21,2,6,5,2,15,26,2,2,13,2,3,2,3,1,7,13,2,6,16,19,3,8,1,3,16,2,3,0,2,13,16,8,0,3,6,11,2,28,0,7,7,1,14,0,12,5,4
2020-06-02,1,3,16,0,9,2,16,9,3,13,0,1,37,1,9,12,2,13,17,0,31,2,7,9,14,1,13,4,5,17,2,16,24,0,26,2,3,2,4,12,3,29,2,1,3,1,4,2,37,0,5,2,2,4,9,0,1,1,1,0,70,11,1,10,2,1,50,8,68,29,0,17,6,14,25,6,1,11,0,2,0,3,0,2,12,1,12,18,5,19,28,17,11,3,0,1,4,2,5,0,26,14,0,5,8,7,33,9,2,2,12,5,1,10,4,0,3,17,7,12,16,19,3,16,3,1,16,3,3,0,2,10,17,1,2,0,11,20,2,14,1,4,5,8,10,3,10,13,7
2020-06-03,4,3,16,1,14,4,17,13,13,29,1,0,45,2,11,4,3,4,6,4,16,2,9,16,10,2,9,2,2,8,2,17,27,3,36,2,3,5,7,5,1,26,0,3,3,5,1,3,12,1,2,8,3,4,8,4,4,1,1,0,65,7,2,8,1,1,36,18,28,14,1,18,8,11,18,1,0,6,0,5,3,7,2,3,10,9,7,45,2,1,20,8,10,5,0,0,3,5,4,2,8,17,1,10,4,9,21,37,3,1,29,6,1,2,7,2,1,17,10,4,10,16,1,3,3,3,14,2,4,0,3,5,13,4,0,2,7,11,2,13,3,12,6,0,13,2,11,2,2
2020-06-04,2,1,8,0,7,0,19,4,6,13,2,2,43,2,6,10,2,8,11,5,10,0,7,29,13,2,17,8,2,5,3,6,19,1,17,0,5,4,4,5,2,21,3,4,3,1,1,1,25,1,2,2,1,15,8,1,4,3,0,0,46,11,3,15,6,1,39,15,37,13,1,11,11,4,17,3,1,5,2,4,9,15,0,4,5,3,9,19,5,10,27,11,10,5,2,0,4,6,2,3,13,13,1,9,11,4,25,10,3,1,16,4,3,13,2,0,1,18,4,9,11,8,4,12,1,2,11,5,6,0,0,4,8,9,2,1,7,13,1,10,0,5,17,5,13,1,5,6,1
2020-06-05,0,1,19,0,11,1,20,13,6,6,2,1,41,6,6,8,1,3,9,3,5,0,7,10,5,4,11,3,3,2,2,10,14,0,11,1,7,4,6,3,0,21,1,1,3,1,3,0,21,0,1,4,1,4,16,0,7,1,3,0,61,6,0,11,1,1,29,14,28,26,2,21,5,10,22,3,0,2,3,9,3,4,3,2,8,2,10,20,0,11,24,18,15,19,1,2,0,2,1,1,19,9,0,7,6,3,11,18,0,2,6,2,0,2,3,1,2,12,6,7,13,6,3,7,1,4,12,1,7,0,1,4,6,0,1,0,13,9,0,7,2,5,14,2,4,2,0,7,3
2020-06-06,0,2,20,0,5,0,14,12,6,1,2,0,32,3,5,8,0,8,7,1,6,0,11,4,10,4,2,1,2,1,2,10,9,0,8,0,16,3,7,4,2,6,2,1,1,0,1,2,3,1,3,1,0,3,12,0,4,1,0,1,34,4,2,3,1,2,37,7,24,9,1,18,3,8,9,1,3,6,2,0,2,2,1,0,1,3,2,11,7,6,16,11,1,23,1,2,1,5,1,0,5,11,2,4,5,2,18,6,1,0,2,0,2,3,8,0,1,5,2,2,4,8,0,6,2,0,6,1,4,0,0,2,7,2,2,0,1,7,1,11,3,0,4,1,5,0,5,8,0
2020-06-07,0,2,17,1,8,3,9,4,8,4,2,1,30,2,3,4,1,3,4,6,7,3,1,11,7,2,5,3,1,4,1,6,10,0,13,0,1,1,6,0,0,4,0,0,1,0,0,1,3,1,2,2,2,1,4,0,5,1,1,3,20,1,2,6,0,1,31,15,47,21,2,11,4,3,8,2,0,2,0,0,2,4,1,0,2,1,4,21,4,6,7,2,12,5,1,1,0,0,0,0,10,16,0,1,7,3,22,4,1,0,3,0,0,2,3,1,0,19,6,0,4,5,2,5,4,2,6,3,2,0,2,4,11,2,2,0,5,8,0,5,0,5,1,0,3,2,3,0,1
2020-06-08,1,1,13,0,17,2,21,2,3,3,1,2,57,1,3,3,2,5,9,5,11,1,7,9,6,1,4,2,2,1,6,9,16,3,17,0,1,2,11,2,0,5,1,0,2,0,0,1,8,0,6,2,2,7,14,6,1,0,0,1,57,7,2,12,1,0,37,16,60,29,1,19,2,12,18,5,1,2,1,5,2,3,0,1,4,1,2,16,2,5,19,17,9,10,0,3,4,3,1,3,10,9,1,3,8,5,25,12,1,3,5,1,1,7,4,0,2,24,5,7,5,8,2,10,3,2,9,2,4,0,1,6,9,4,5,0,4,22,0,6,4,6,3,0,7,0,2,7,4
2020-06-09,0,0,19,0,13,3,20,4,9,6,0,1,45,4,4,4,1,8,5,2,21,1,9,19,6,1,12,0,3,9,2,10,5,1,15,0,2,7,13,5,3,20,0,0,5,1,1,1,11,1,4,2,3,8,20,2,6,1,0,0,51,6,2,10,4,4,34,20,65,35,0,16,2,14,16,3,4,1,3,5,3,9,0,0,4,3,5,23,6,7,16,25,7,9,0,1,0,2,1,3,15,8,0,5,6,14,20,11,1,1,8,2,1,1,6,0,3,16,2,3,13,1,4,7,2,3,12,2,8,0,3,8,6,2,1,1,6,11,0,8,1,10,2,0,3,1,6,3,2
2020-06-10,0,2,15,0,16,3,7,3,11,9,0,1,70,4,3,2,1,7,7,4,6,0,10,9,8,10,3,5,0,1,3,5,15,1,8,0,1,2,10,8,0,12,2,3,1,1,4,1,6,0,2,1,2,0,11,5,10,0,1,0,55,16,1,12,1,1,43,22,59,21,3,22,6,18,14,4,1,3,2,3,1,25,4,1,3,4,19,20,7,11,13,19,9,13,3,1,2,6,0,1,18,17,0,11,5,5,23,10,0,0,4,0,2,3,2,1,4,21,5,7,6,3,2,11,1,3,14,2,2,1,0,8,3,7,0,1,5,17,0,9,1,7,1,4,11,1,6,5,2
2020-06-11,1,1,19,0,6,1,9,4,3,11,0,1,34,4,7,5,0,5,8,3,6,2,6,8,6,8,5,7,3,6,1,7,11,2,13,2,2,0,9,4,2,15,1,2,1,0,0,0,6,0,2,3,0,1,12,1,2,0,3,0,21,6,1,42,4,2,26,10,76,35,2,5,6,4,20,0,0,3,5,1,1,5,5,0,0,4,7,25,0,8,15,13,7,10,1,0,2,4,1,0,15,13,0,4,14,4,27,8,4,0,2,1,0,3,4,0,2,12,3,4,9,0,0,15,2,2,8,3,2,0,5,4,7,1,4,1,7,15,1,6,2,6,0,1,9,6,7,5,2
2020-06-12,3,1,11,0,12,2,18,9,3,4,1,1,78,3,4,2,0,3,8,7,5,2,3,12,9,1,5,3,0,1,0,21,21,0,15,0,2,4,3,9,4,13,2,4,3,0,1,1,2,1,1,2,2,1,9,3,0,2,1,1,30,13,2,27,2,0,23,38,56,26,0,15,6,6,14,2,1,3,6,0,2,5,1,0,1,5,10,15,3,7,12,18,13,2,0,0,0,7,0,2,17,13,0,4,7,1,20,7,4,1,4,4,1,2,8,0,1,11,2,19,5,3,0,5,2,0,13,4,0,0,2,5,9,2,0,0,3,7,0,0,3,3,2,0,10,2,1,7,2
2020-06-13,2,2,20,2,9,1,7,4,3,6,1,2,39,3,1,4,1,3,9,2,2,1,10,6,9,0,4,3,0,2,5,9,14,0,9,1,0,1,12,10,2,21,1,1,0,2,0,0,2,2,0,3,1,1,8,2,1,0,1,0,23,15,2,21,1,1,18,8,58,20,1,8,6,12,14,2,0,8,1,3,5,2,2,2,2,1,17,16,3,0,7,16,5,4,0,0,1,2,0,0,5,8,0,4,11,2,30,8,2,1,1,0,2,1,15,2,1,16,3,1,14,1,1,6,2,2,7,3,5,0,1,6,6,3,0,0,3,9,1,6,1,0,0,0,3,0,1,9,2
2020-06-14,1,0,13,0,4,0,16,3,1,4,0,0,54,0,3,2,2,3,5,1,3,2,5,14,6,0,9,2,1,2,0,8,13,2,6,0,5,1,8,6,1,21,0,1,0,0,0,1,4,1,0,2,1,0,5,1,1,0,1,2,30,7,0,14,0,2,22,6,62,17,0,10,3,13,19,1,1,0,2,10,1,3,1,0,3,3,8,23,5,2,7,25,3,5,0,0,0,5,2,0,9,8,3,4,8,1,27,4,6,1,0,0,0,1,10,1,2,14,3,0,5,0,0,10,2,1,10,3,4,0,0,2,5,0,1,1,5,11,0,2,1,3,0,0,5,1,1,5,2
2020-06-15,1,2,22,3,21,1,28,4,3,6,1,0,52,3,0,0,1,4,8,4,4,0,9,12,8,1,5,3,0,6,0,10,15,1,5,2,1,0,5,10,3,32,1,1,1,2,1,0,3,2,0,1,3,3,9,0,2,3,1,0,38,11,0,13,3,0,24,20,77,15,0,10,4,5,16,3,2,9,2,4,3,8,0,2,0,3,20,12,2,9,16,14,10,8,1,0,1,2,0,0,12,7,1,3,1,3,18,13,2,2,3,0,0,5,9,1,2,12,2,7,4,3,0,12,1,4,12,8,5,1,1,2,9,5,2,2,1,13,0,6,5,4,2,0,15,0,4,5,1
2020-06-16,0,2,8,0,14,1,20,2,2,5,3,1,51,4,2,2,1,8,7,2,9,1,6,13,10,1,3,6,0,5,1,12,11,0,5,2,3,3,18,10,3,17,0,1,1,1,5,0,3,1,1,1,1,0,4,4,2,0,1,1,37,25,1,33,3,2,31,11,73,23,1,5,5,23,19,0,3,1,6,6,2,4,2,2,0,1,9,15,1,6,16,13,5,12,0,0,1,1,1,1,21,9,0,7,7,6,25,13,6,1,2,0,0,6,8,1,2,17,6,3,10,5,0,6,0,4,17,2,5,0,0,5,10,3,5,0,8,7,0,3,2,2,0,0,17,1,6,10,6
2020-06-17,2,2,20,0,11,0,18,12,2,12,0,3,68,1,0,2,0,7,3,5,2,0,12,10,8,1,3,3,1,3,0,13,18,1,11,0,2,1,9,11,2,11,1,2,3,0,0,3,1,2,0,1,0,0,9,0,3,0,1,6,29,5,1,21,0,0,23,29,68,26,2,4,11,7,19,3,1,1,3,3,1,5,1,2,1,2,15,12,5,6,17,12,6,8,0,0,1,2,0,1,18,14,0,1,3,3,17,3,2,2,7,0,0,1,6,1,2,15,4,1,9,1,2,7,0,0,14,2,5,0,1,7,12,1,2,4,2,14,0,6,0,5,2,1,12,0,1,7,1
2020-06-18,0,1,23,0,12,1,15,9,2,6,0,0,83,1,2,3,4,3,1,8,2,2,8,8,5,0,3,5,2,5,2,10,6,2,6,0,3,2,9,1,0,8,2,2,3,3,1,2,3,0,1,0,0,0,15,0,3,1,3,0,39,6,0,14,1,0,37,40,74,25,2,4,2,7,26,2,1,0,0,2,2,12,0,0,1,1,16,25,1,4,21,15,6,11,1,0,0,2,0,0,19,16,0,6,5,4,22,3,5,2,1,1,0,0,4,5,1,15,5,10,9,3,2,8,2,2,10,1,1,0,0,4,12,2,1,1,1,10,0,5,2,4,0,0,6,0,11,2,2
2020-06-19,0,0,31,0,10,3,9,5,3,2,1,0,42,1,4,0,1,4,2,0,3,1,7,13,6,0,5,1,0,5,0,9,8,3,12,0,0,3,5,10,0,14,1,0,1,1,1,2,3,0,1,0,1,1,14,1,3,0,0,1,29,3,0,18,0,1,32,34,79,16,1,3,2,6,16,4,2,0,6,1,2,4,0,0,1,3,6,16,2,8,14,11,5,8,0,1,0,1,0,0,19,24,0,8,3,5,14,2,2,1,11,0,0,1,7,2,2,10,9,2,7,0,0,6,0,7,11,0,1,0,5,3,10,0,3,0,5,11,0,5,0,2,1,0,4,0,1,6,3
2020-06-20,0,0,15,0,2,4,8,6,3,9,0,1,42,2,3,1,0,3,3,4,6,1,2,0,1,0,7,4,2,3,1,5,11,1,8,0,1,4,2,4,1,3,1,0,0,0,0,1,5,1,1,1,0,0,1,1,1,0,1,0,29,5,0,22,1,0,23,13,67,27,0,7,1,6,15,10,0,0,1,0,0,3,0,2,0,0,11,17,0,1,10,14,3,5,1,1,0,1,0,0,12,14,0,1,4,1,13,7,3,0,1,0,0,0,3,1,2,8,4,6,5,0,1,0,0,4,10,2,0,0,2,3,10,1,1,2,2,2,0,3,1,0,0,0,4,0,3,3,0
2020-06-21,2,1,16,0,11,1,14,11,0,6,0,0,35,4,4,0,0,6,0,3,6,0,6,3,4,1,1,1,1,3,1,4,9,0,6,0,3,1,1,3,0,6,1,2,0,0,0,0,0,1,0,0,0,0,5,2,5,0,0,0,23,4,0,12,1,0,14,9,66,15,1,11,6,7,6,7,0,0,12,0,2,4,0,0,0,0,8,14,0,1,11,12,1,4,1,0,0,2,0,0,18,7,0,0,1,1,13,4,0,2,1,0,0,1,1,0,1,5,7,1,1,3,0,7,1,2,3,0,4,0,0,0,1,1,1,0,0,3,0,1,2,1,1,2,4,0,0,2,1
2020-06-22,1,0,19,0,10,1,17,4,2,14,0,0,28,2,1,0,0,7,3,2,6,0,6,8,2,2,4,1,1,2,1,13,11,1,21,0,1,2,6,3,1,7,0,1,4,1,4,3,1,2,2,3,1,0,5,5,2,1,0,2,40,2,0,13,8,0,25,20,91,21,1,5,9,14,17,2,7,4,5,2,1,3,0,0,2,1,10,17,3,5,14,9,6,13,4,0,0,1,2,4,10,11,0,6,6,5,16,4,1,8,0,1,0,0,3,1,1,12,6,3,5,0,1,6,1,6,12,1,7,0,0,3,7,3,2,3,5,7,0,4,0,1,2,0,2,0,1,2,1
2020-06-23,1,0,15,0,0,2,19,8,2,15,2,0,50,2,2,3,0,4,3,10,3,0,5,4,5,3,10,1,1,5,0,6,13,1,18,0,1,6,4,3,3,12,0,1,2,0,2,3,2,1,0,2,6,0,5,5,3,0,0,2,22,4,0,19,4,0,13,12,91,26,2,1,4,4,12,2,0,1,1,4,0,2,2,3,1,3,8,20,1,4,9,15,2,6,1,0,2,1,1,0,4,8,0,2,4,3,16,0,3,1,0,0,0,0,4,0,1,8,4,3,11,2,1,11,1,2,4,0,1,0,1,1,3,0,2,3,2,1,1,2,2,2,1,1,11,2,4,3,0
2020-06-24,4,0,16,0,9,0,11,9,5,15,2,0,41,2,1,4,0,2,2,3,8,0,4,11,7,1,1,0,4,3,0,5,9,1,9,1,1,6,0,4,1,14,1,3,0,1,0,4,0,3,1,1,3,0,3,3,4,0,1,3,21,2,1,16,4,0,13,17,97,30,0,6,6,3,20,1,1,1,1,2,0,3,1,1,0,1,5,13,1,3,9,18,3,7,0,0,1,0,0,0,15,12,1,3,0,1,27,7,2,2,1,0,1,0,5,1,2,11,1,2,7,3,0,3,1,1,10,1,1,0,0,2,7,0,0,0,2,3,0,6,2,3,2,0,7,0,5,6,0
2020-06-25,2,2,12,0,6,3,10,3,6,7,0,0,40,5,1,0,0,1,1,4,5,1,0,12,11,1,5,0,2,0,0,1,11,0,6,0,2,3,0,4,4,9,0,1,1,0,0,4,0,1,1,0,1,0,3,1,10,0,0,1,27,3,2,25,4,2,16,11,73,15,0,3,5,6,14,2,2,1,0,2,2,1,0,1,2,0,5,9,1,8,5,9,7,6,0,0,1,0,0,1,15,8,0,4,2,1,21,4,5,1,1,0,0,1,0,0,1,9,1,2,7,0,1,5,2,1,6,3,2,0,0,0,6,5,1,2,1,7,1,9,1,2,2,0,6,1,2,4,1
2020-06-26,3,3,12,0,4,1,9,2,4,9,1,1,42,4,1,2,1,3,3,10,5,1,1,5,3,0,3,1,3,6,0,6,6,1,7,0,3,1,4,6,1,15,0,0,0,1,0,0,5,0,0,0,1,3,6,3,2,0,0,0,29,1,0,15,2,1,12,13,71,13,2,4,2,7,11,1,1,1,4,0,5,5,0,1,3,1,1,5,1,4,5,10,6,9,0,0,0,1,1,0,16,13,0,2,5,4,24,3,2,2,2,1,0,0,4,1,5,22,1,1,5,4,0,3,0,0,1,2,0,0,1,0,8,0,5,4,2,5,0,3,2,4,2,1,1,1,5,4,1
2020-06-27,1,0,13,0,3,0,5,0,1,7,0,1,45,0,1,1,1,1,2,4,1,0,0,3,3,1,3,1,0,4,0,5,2,0,3,1,1,2,2,7,3,3,0,0,0,0,2,5,1,1,3,0,2,0,6,1,0,0,1,0,14,1,0,12,3,0,9,15,52,11,0,4,6,0,18,4,2,1,0,1,2,3,0,0,0,0,2,7,0,2,4,6,5,1,1,0,3,2,3,1,13,17,0,2,0,0,32,5,0,0,2,0,1,1,1,2,0,12,4,4,2,1,1,11,0,2,5,2,1,0,2,2,2,0,1,0,0,9,0,4,0,2,0,0,1,1,2,5,1
2020-06-28,0,1,11,0,4,1,8,10,2,1,0,0,19,2,1,0,0,2,0,5,0,0,5,4,4,0,2,1,0,1,0,2,8,1,2,2,0,2,0,3,0,5,0,1,1,2,0,0,1,1,1,0,0,0,2,3,2,1,0,0,24,1,0,21,7,0,17,10,35,11,0,3,7,2,9,2,1,0,0,0,1,1,0,0,0,0,4,14,2,2,3,7,3,4,0,0,2,1,0,0,10,5,0,2,2,1,12,3,2,0,2,0,1,0,0,1,2,2,4,3,0,2,1,3,0,5,2,0,0,0,0,1,7,1,2,0,2,4,0,1,0,2,0,0,0,0,2,3,0
2020-06-29,2,3,7,0,5,0,7,3,0,14,1,0,33,1,1,3,2,9,5,5,5,1,2,3,11,0,1,3,0,4,1,3,5,0,7,1,1,7,2,9,4,7,1,5,1,0,0,0,5,0,1,0,2,0,14,3,0,0,2,0,29,1,0,19,3,1,11,8,80,20,1,4,12,5,10,1,1,0,1,1,1,3,0,2,0,1,4,4,4,2,10,8,5,2,3,2,0,6,0,0,11,19,1,5,5,1,21,7,3,2,0,0,0,2,3,6,1,13,9,2,3,3,0,9,0,1,7,1,1,1,1,2,2,4,8,0,0,3,0,2,4,0,1,1,2,0,4,4,3
2020-06-30,2,1,9,0,6,4,13,3,0,8,0,0,19,2,1,0,2,3,0,5,0,0,2,3,7,0,3,1,2,11,0,6,6,2,7,1,1,0,2,5,2,9,0,5,1,3,3,3,2,0,1,0,1,2,6,6,2,0,1,1,24,3,1,19,2,1,10,6,61,27,2,5,6,5,7,1,0,0,1,4,6,0,0,1,2,0,4,16,1,2,5,11,5,4,1,0,1,5,0,1,12,8,1,4,0,3,28,3,1,4,1,1,0,3,1,0,1,7,0,3,8,0,0,5,0,0,3,1,1,4,1,3,1,1,0,1,2,4,2,2,0,2,1,0,2,2,3,3,0
2020-07-01,2,2,6,0,8,1,8,7,1,6,2,2,33,2,4,3,0,4,4,2,5,1,3,5,5,4,0,1,1,6,0,2,13,3,8,0,1,3,2,3,1,6,1,3,0,3,4,1,1,1,0,1,1,0,2,3,4,1,1,0,25,2,1,32,7,1,7,10,70,16,0,3,7,4,14,6,1,0,0,1,5,0,0,0,1,2,3,9,0,2,5,10,3,6,1,1,2,2,0,1,6,9,0,3,1,0,17,4,3,0,4,1,0,1,1,1,0,14,5,2,4,5,0,9,1,0,8,0,0,0,0,5,7,3,1,0,3,5,0,4,1,0,1,0,1,0,2,7,1
2020-07-02,0,2,9,0,6,2,19,15,4,4,0,0,25,1,1,2,1,8,3,2,6,0,4,1,4,2,2,2,1,2,0,4,5,1,6,0,1,2,3,3,2,11,1,0,1,2,0,1,2,0,2,1,1,1,9,5,3,1,1,0,21,0,1,19,3,0,11,8,57,13,0,2,10,5,16,1,1,2,1,0,1,2,0,0,0,0,3,14,2,2,8,6,5,4,1,0,0,1,0,1,5,9,0,0,2,6,12,3,3,0,0,0,0,2,10,1,1,7,1,1,8,4,0,7,1,1,3,3,1,0,1,1,7,1,0,2,1,5,0,4,1,0,4,0,0,1,2,0,1
2020-07-03,0,1,6,0,3,0,9,6,3,10,0,0,28,0,0,0,1,5,6,3,1,0,3,4,2,1,1,1,1,1,0,2,3,1,7,0,4,3,2,3,1,12,0,0,1,3,0,2,3,0,0,0,3,0,17,3,1,0,1,1,26,2,1,26,2,1,7,7,64,16,0,4,7,5,13,4,1,2,1,1,0,4,1,1,0,0,2,15,0,2,2,2,5,6,1,0,0,3,1,0,11,6,0,5,1,1,7,4,1,2,2,0,1,4,3,3,0,7,5,1,2,4,1,6,0,2,4,1,2,0,1,1,9,2,1,4,0,4,0,4,1,4,1,0,4,0,2,1,1
2020-07-04,0,1,6,0,4,0,7,3,0,8,0,0,21,2,0,1,1,2,2,3,2,0,2,3,9,1,5,3,0,1,0,3,5,3,3,1,0,1,1,1,3,10,0,1,1,0,1,0,3,3,3,0,2,0,7,3,0,0,0,0,13,1,1,17,0,0,5,3,41,12,0,1,1,8,12,3,0,0,1,0,2,3,1,1,0,0,1,14,2,6,4,8,1,2,0,0,0,1,0,1,8,3,0,2,1,1,6,1,0,0,0,1,1,1,1,0,1,5,0,0,1,3,1,3,0,1,0,0,1,0,2,2,9,0,2,2,1,2,0,1,1,2,0,0,1,0,1,2,1
2020-07-05,0,4,4,0,6,4,7,7,1,7,2,0,22,3,0,2,1,5,1,3,3,0,0,4,5,2,2,4,2,6,0,5,2,0,4,0,2,3,0,7,1,6,0,3,2,6,2,3,3,2,1,0,0,1,3,3,2,0,2,0,17,0,1,19,1,1,19,6,79,21,0,10,9,4,6,0,1,0,2,1,1,0,2,2,0,0,3,6,1,2,1,4,6,14,2,1,1,2,0,1,22,6,1,3,3,2,9,1,1,0,0,2,0,0,0,0,0,4,3,0,6,0,0,10,0,2,5,0,0,1,3,3,10,1,0,2,1,4,0,4,0,2,1,0,2,1,0,3,0
2020-07-06,0,1,4,0,1,1,12,13,2,16,1,0,47,4,0,3,0,7,2,6,5,3,4,2,0,1,0,2,7,13,0,3,2,2,5,1,0,0,4,5,2,10,2,4,1,1,0,0,2,3,2,0,1,2,21,4,1,0,1,1,13,1,1,19,2,6,21,11,79,17,0,8,3,1,13,2,1,2,0,1,0,0,0,0,1,1,1,24,3,0,6,11,4,7,2,1,0,1,0,0,15,5,0,7,1,2,8,2,0,1,3,0,0,1,3,3,1,12,2,1,6,2,1,5,1,4,1,2,2,0,3,2,8,3,1,3,2,4,2,1,0,4,0,0,7,1,1,4,1
2020-07-07,1,2,8,0,2,1,6,6,0,4,1,2,20,4,0,1,2,4,1,12,3,1,2,1,3,2,1,3,0,4,0,4,6,1,5,1,1,1,0,4,1,7,1,3,2,1,0,0,4,3,2,1,3,0,7,5,1,0,1,1,15,0,0,17,0,2,32,5,58,14,3,1,4,2,8,5,1,0,0,3,1,0,0,1,1,1,2,20,1,4,1,7,1,9,0,1,3,3,0,1,8,10,0,4,7,1,13,2,1,1,0,0,0,0,3,3,0,22,2,3,3,2,1,6,0,2,6,3,1,0,9,0,10,2,1,2,1,3,0,5,2,2,4,2,0,1,3,5,0
2020-07-08,3,1,3,1,1,6,9,10,2,5,0,2,34,2,1,2,1,1,2,4,6,1,2,3,8,3,2,1,1,0,1,6,5,0,3,2,0,1,2,7,1,26,1,0,1,4,0,1,2,1,3,0,3,4,12,0,3,0,0,1,26,2,0,19,0,2,12,14,61,19,4,3,4,4,17,1,0,0,1,0,3,3,0,1,1,0,4,13,0,1,2,9,9,13,1,4,1,1,2,0,12,8,0,14,5,0,18,2,3,4,1,1,2,5,4,1,1,9,1,1,10,3,3,14,4,1,6,0,3,0,2,4,11,2,3,1,1,12,0,1,2,1,2,1,3,3,3,4,3
